"RK","PLAYER NAME",TEAM,"POS","OPP","MATCHUP "
"377","Brett Rypien",IND,"QB67","at PIT","3 out of 5 stars"
"378","Shedeur Sanders",CLE,"QB68","-","-"
"379","Tyrod Taylor",NYJ,"QB69","-","-"
"380","Desmond Ridder",FA,"QB70","-","-"
"381","Dareke Young",SEA,"WR135","at WAS","3 out of 5 stars"
"382","Tip Reiman",ARI,"TE72","at DAL","4 out of 5 stars"
"383","John FitzPatrick",GB,"TE73","vs. CAR","4 out of 5 stars"
"384","Kurtis Rourke",SF,"QB71","at NYG","2 out of 5 stars"
"385","Will Howard",PIT,"QB72","vs. IND","3 out of 5 stars"
"386","Michael Pratt",FA,"QB73","-","-"
"387","Jalin Hyatt",NYG,"WR136","vs. SF","3 out of 5 stars"
"388","Jack Stoll",NO,"TE74","at LAR","2 out of 5 stars"
"389","Ian Thomas",LV,"TE75","vs. JAC","3 out of 5 stars"
"390","Durham Smythe",CHI,"TE76","at CIN","3 out of 5 stars"
"391","Quintin Morris",JAC,"TE77","at LV","3 out of 5 stars"
"392","Brevyn Spann-Ford",DAL,"TE78","vs. ARI","3 out of 5 stars"
"393","Ben Skowronek",PIT,"WR137","vs. IND","3 out of 5 stars"
"394","Nick Vannett",MIN,"TE79","at DET","3 out of 5 stars"
"395","Jacardia Wright",SEA,"RB106","at WAS","3 out of 5 stars"
"396","Stephen Carlson",CHI,"TE80","at CIN","3 out of 5 stars"
"397","Chris Manhertz",NYG,"TE81","vs. SF","2 out of 5 stars"
"398","Eric Saubert",SEA,"TE82","at WAS","4 out of 5 stars"
"399","Trey Sermon",PIT,"RB107","vs. IND","2 out of 5 stars"
"400","Carter Runyon",LV,"TE83","vs. JAC","3 out of 5 stars"
"401","Jeff Wilson Jr.",MIA,"RB108","vs. BAL","4 out of 5 stars"
"402","Bryce Oliver",TEN,"WR138","vs. LAC","2 out of 5 stars"
"403","Devontez Walker",BAL,"WR139","at MIA","4 out of 5 stars"
"404","Xavier Weaver",ARI,"WR140","at DAL","5 out of 5 stars"
"405","Mason Tipton",NO,"WR141","at LAR","4 out of 5 stars"
"406","Mitch Tinsley",CIN,"WR142","vs. CHI","3 out of 5 stars"
"407","Scotty Miller",PIT,"WR143","vs. IND","3 out of 5 stars"
"408","Jamal Agnew",ATL,"WR144","at NE","4 out of 5 stars"
"409","Tai Felton",MIN,"WR145","at DET","4 out of 5 stars"
"410","Trent Sherfield Sr.",DEN,"WR146","at HOU","2 out of 5 stars"
"411","Zamir White",LV,"RB109","vs. JAC","2 out of 5 stars"
"412","Charlie Jones",CIN,"WR147","vs. CHI","3 out of 5 stars"
"413","Cody Schrader",JAC,"RB110","at LV","3 out of 5 stars"
"414","Jonathan Mingo",DAL,"WR148","vs. ARI","2 out of 5 stars"
"415","Alex Bachman",LV,"WR149","vs. JAC","3 out of 5 stars"
"416","Brittain Brown",CHI,"RB111","at CIN","4 out of 5 stars"
"417","Malik Turner",SF,"WR150","at NYG","2 out of 5 stars"
"418","Sione Vaki",DET,"RB112","vs. MIN","3 out of 5 stars"
"419","Carlos Washington Jr.",ATL,"RB113","at NE","1 out of 5 stars"
"420","Elijah Mitchell",KC,"RB114","at BUF","4 out of 5 stars"
"421","Clyde Edwards-Helaire",KC,"RB115","at BUF","4 out of 5 stars"
"422","Gary Brightwell",CIN,"RB116","vs. CHI","3 out of 5 stars"
"423","Audric Estime",NO,"RB117","at LAR","2 out of 5 stars"
"424","Jordan Mims",TEN,"RB118","vs. LAC","3 out of 5 stars"
"425","Deuce Vaughn",DEN,"RB119","at HOU","4 out of 5 stars"
"426","JaMycal Hasty",MIA,"RB120","vs. BAL","4 out of 5 stars"
"427","Pierre Strong Jr.",GB,"RB121","vs. CAR","3 out of 5 stars"
"428","Jermar Jefferson",ARI,"RB122","at DAL","3 out of 5 stars"
"429","Carson Steele",KC,"RB123","at BUF","4 out of 5 stars"
"430","Jordan James",SF,"RB124","at NYG","4 out of 5 stars"
"431","Chase Edmonds",WAS,"RB125","vs. SEA","2 out of 5 stars"
"432","Ronnie Rivers",LAR,"RB126","vs. NO","3 out of 5 stars"
"433","Frank Gore Jr.",BUF,"RB127","vs. KC","3 out of 5 stars"
"434","Jashaun Corbin",NE,"RB128","vs. ATL","3 out of 5 stars"
