"RK","PLAYER NAME",TEAM,"POS","SOS SEASON","SOS PLAYOFFS","ECR VS. ADP"
"312","Roschon Johnson",CHI,"RB82","3 out of 5 stars","3 out of 5 stars","-88"
"313","Chad Ryland",ARI,"K20","1 out of 5 stars","3 out of 5 stars","+26"
"314","New York Giants",NYG,"DST22","3 out of 5 stars","5 out of 5 stars","-111"
"315","Jalen McMillan",TB,"WR115","4 out of 5 stars","4 out of 5 stars","-27"
"316","Matthew Wright",FA,"K21","-","-","+100"
"317","Russell Wilson",NYG,"QB35","5 out of 5 stars","4 out of 5 stars","-67"
"318","Matt Prater",BUF,"K22","3 out of 5 stars","3 out of 5 stars","+167"
"319","Emari Demercado",ARI,"RB83","3 out of 5 stars","4 out of 5 stars","+343"
"320","New Orleans Saints",NO,"DST23","5 out of 5 stars","5 out of 5 stars","-49"
"321","KeAndre Lambert-Smith",LAC,"WR116","2 out of 5 stars","3 out of 5 stars","+8"
"322","Michael Carter",ARI,"RB84","3 out of 5 stars","4 out of 5 stars","+333"
"323","Cairo Santos",CHI,"K23","4 out of 5 stars","2 out of 5 stars","-36"
"324","Jaylen Wright",MIA,"RB85","4 out of 5 stars","4 out of 5 stars","-88"
"325","Jacoby Brissett",ARI,"QB36","3 out of 5 stars","3 out of 5 stars","+355"
"326","Mack Hollins",NE,"WR117","3 out of 5 stars","4 out of 5 stars","+70"
"327","MarShawn Lloyd",GB,"RB86","4 out of 5 stars","4 out of 5 stars","-27"
"328","Trevor Etienne",CAR,"RB87","3 out of 5 stars","3 out of 5 stars","-60"
"329","Noah Gray",KC,"TE43","4 out of 5 stars","3 out of 5 stars","-64"
"330","Jahan Dotson",PHI,"WR118","4 out of 5 stars","3 out of 5 stars","+2"
"331","San Francisco 49ers",SF,"DST24","4 out of 5 stars","2 out of 5 stars","-170"
"332","Savion Williams",GB,"WR119","3 out of 5 stars","4 out of 5 stars","+80"
"333","Dillon Gabriel",CLE,"QB37","3 out of 5 stars","4 out of 5 stars","+280"
"334","Chris Brooks",GB,"RB88","4 out of 5 stars","4 out of 5 stars","+172"
"335","Jason Sanders",MIA,"K24","4 out of 5 stars","4 out of 5 stars","-128"
"336","Joshua Karty",LAR,"K25","1 out of 5 stars","2 out of 5 stars","-51"
"337","Austin Hooper",NE,"TE44","4 out of 5 stars","4 out of 5 stars","+17"
"338","Daniel Carlson",LV,"K26","4 out of 5 stars","4 out of 5 stars","-121"
"339","Tyler Johnson",NYJ,"WR120","5 out of 5 stars","4 out of 5 stars","+372"
"340","Darnell Washington",PIT,"TE45","4 out of 5 stars","3 out of 5 stars","+8"
"341","Spencer Rattler",NO,"QB38","3 out of 5 stars","3 out of 5 stars","+50"
"342","Terrance Ferguson",LAR,"TE46","3 out of 5 stars","2 out of 5 stars","-65"
"343","Younghoe Koo",NYG,"K27","2 out of 5 stars","3 out of 5 stars","-146"
"344","Ryan Flournoy",DAL,"WR121","3 out of 5 stars","3 out of 5 stars","+520"
"345","Ray-Ray McCloud III",NYG,"WR122","4 out of 5 stars","3 out of 5 stars","-38"
"346","Jake Moody",CHI,"K28","4 out of 5 stars","2 out of 5 stars","-123"
"347","Zay Jones",ARI,"WR123","3 out of 5 stars","3 out of 5 stars","+230"
"348","Dawson Knox",BUF,"TE47","3 out of 5 stars","2 out of 5 stars","-38"
"349","Tyler Conklin",LAC,"TE48","3 out of 5 stars","3 out of 5 stars","-69"
"350","Tommy Tremble",CAR,"TE49","2 out of 5 stars","4 out of 5 stars","+173"
"351","Washington Commanders",WAS,"DST25","2 out of 5 stars","2 out of 5 stars","-153"
"352","Miami Dolphins",MIA,"DST26","3 out of 5 stars","2 out of 5 stars","-125"
"353","Jaleel McLaughlin",DEN,"RB89","2 out of 5 stars","2 out of 5 stars","-51"
"354","Elijah Moore",BUF,"WR124","3 out of 5 stars","4 out of 5 stars","-40"
"355","Zamir White",LV,"RB90","3 out of 5 stars","5 out of 5 stars","-31"
"356","Arizona Cardinals",ARI,"DST27","1 out of 5 stars","4 out of 5 stars","-168"
"357","Baltimore Ravens",BAL,"DST28","5 out of 5 stars","3 out of 5 stars","-240"
"358","New York Jets",NYJ,"DST29","5 out of 5 stars","4 out of 5 stars","-154"
"359","Noah Brown",WAS,"WR125","3 out of 5 stars","3 out of 5 stars","+110"
"360","Tyrod Taylor",NYJ,"QB39","4 out of 5 stars","4 out of 5 stars","+271"
"361","Elijah Mitchell",KC,"RB91","3 out of 5 stars","3 out of 5 stars","-98"
"362","Josh Oliver",MIN,"TE50","4 out of 5 stars","3 out of 5 stars","+4"
"363","Jeremy Ruckert",NYJ,"TE51","3 out of 5 stars","4 out of 5 stars","+302"
"364","Luke McCaffrey",WAS,"WR126","3 out of 5 stars","3 out of 5 stars","-67"
"365","George Holani",SEA,"RB92","2 out of 5 stars","2 out of 5 stars","+148"
"366","Jordan James",SF,"RB93","2 out of 5 stars","3 out of 5 stars","-62"
"367","A.J. Dillon",PHI,"RB94","3 out of 5 stars","3 out of 5 stars","-46"
"368","Mitchell Evans",CAR,"TE52","2 out of 5 stars","4 out of 5 stars","+71"
"369","Julius Chestnut",TEN,"RB95","3 out of 5 stars","4 out of 5 stars","+270"
"370","Jake Tonges",SF,"TE53","3 out of 5 stars","3 out of 5 stars","+437"
"371","Kirk Cousins",ATL,"QB40","2 out of 5 stars","2 out of 5 stars","-70"
"372","Andy Dalton",CAR,"QB41","3 out of 5 stars","2 out of 5 stars","+142"
"373","Kalel Mullings",TEN,"RB96","3 out of 5 stars","4 out of 5 stars","+242"
"374","Jameis Winston",NYG,"QB42","5 out of 5 stars","4 out of 5 stars","-59"
"375","Damien Martinez",FA,"RB97","-","-","-30"
"376","Malik Willis",GB,"QB43","4 out of 5 stars","4 out of 5 stars","+11"
"377","Jamari Thrash",CLE,"WR127","3 out of 5 stars","3 out of 5 stars","+257"
"378","Shedeur Sanders",CLE,"QB44","3 out of 5 stars","4 out of 5 stars","-130"
"379","Phil Mafah",DAL,"RB98","3 out of 5 stars","3 out of 5 stars","+228"
"380","Zack Moss",FA,"RB99","-","-","-105"
"381","Grant Calcaterra",PHI,"TE54","4 out of 5 stars","4 out of 5 stars","-28"
"382","Dare Ogunbowale",HOU,"RB100","3 out of 5 stars","3 out of 5 stars","+309"
"383","Jake Browning",CIN,"QB45","4 out of 5 stars","4 out of 5 stars","+35"
"384","Zavier Scott",MIN,"RB101","3 out of 5 stars","3 out of 5 stars","+459"
"385","Tyler Goodson",IND,"RB102","2 out of 5 stars","2 out of 5 stars","+276"
"386","Jalen Milroe",SEA,"QB46","4 out of 5 stars","3 out of 5 stars","-107"
"387","Kenny Pickett",LV,"QB47","1 out of 5 stars","1 out of 5 stars","-9"
